"index" "Data" "Hora" "ID_antigo" "ID_novo" "revisor" "plotID" "qdID" "Dupla" "Especie.com.Certeza" "Palpite.Especie" "Nome.Cientifico" "Genero" "Familia" "Subordem" "Ordem" "Classe" "Enviar.Especialista" "Lat" "Lon" "Alt" "Precision" "ErrorCoor" "Exclude" "Foto.Toda.Carcaca" "Foto.Toda.Carcaca.1" "Foto.Cabeca.de.Frente" "Foto.Cabeca.de.Frente.1" "Foto.Cabeca.de.Lado" "Foto.Cabeca.de.Lado.1" "Foto.da.Pata" "Foto.da.Pata.1" "Outra.Foto1" "Outra.Foto1.1" "Outra.Foto2" "Outra.Foto2.1" "Carcaca.Coletada." "Tecido.Coletado." "Observacoes" "X_id" "X_uuid" "X_submission_time" "X_validation_status" "kobo_index" "form_kobo" "start" "end" "Coordenada.da.carcaca"
438 "28/10/2020" "09:37:00.000-04:00" "P5591_0937" "P5591_0937" "Bel" "P5591" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.777674 -56.29912 129.1431274 3.21600008 "foraPlot" "" "16038922519079112351550478699957-9_37_42.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540364 "21261981-89f0-494b-bb86-d29d1c8ef836" "2020-10-31T19:09:54" "" 464 "dusma" "2020-10-28T09:37:07.617-04:00" "2020-10-28T09:37:54.424-04:00" "-16.777648 -56.299049 129.14312744140625 3.2160000801086426"
439 "28/10/2020" "09:46:00.000-04:00" "P5591_0944" "P5591_0944" "Bel" "P5591" "138" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.7773 -56.2995 131.1326294 3.21600008 "" "" "16038927733064772718427604669350-9_46_26.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540366 "3e76a315-382c-475d-81f9-8d93de493d59" "2020-10-31T19:09:58" "" 465 "dusma" "2020-10-28T09:37:54.680-04:00" "2020-10-28T09:46:37.026-04:00" "-16.777767 -56.299094 131.13262939453125 3.2160000801086426"
442 "29/10/2020" "09:58:00.000-04:00" "P15841" "P15841_0958" "Barbara" "P15841" "224" "Dupla1" "" "Quati" "Nasua nasua" "Nasua" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.74537 -56.158626 126.7642822 3.21600008 "" "" "16039798967078499941935849482264-9_58_36.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72311270 "11ff2b7b-7c86-43af-b7da-b1e4cbb4b4e8" "2020-10-29T19:13:56" "" 415 "dusma" "2020-10-29T09:57:09.633-04:00" "2020-10-29T09:58:57.571-04:00" "-16.745581 -56.158519 126.7642822265625 3.2160000801086426"
443 "29/10/2020" "10:05:00.000-04:00" "P15841_1004" "P15841_1004" "Barbara" "P15841" "224" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.74537 -56.158626 125.9760742 3.21600008 "" "" "16039802759497746933138095679037-10_4_46.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72311271 "b7e8f8f9-eb2a-41f7-8b6b-72a1a81b17cb" "2020-10-29T19:13:58" "" 416 "dusma" "2020-10-29T10:03:42.985-04:00" "2020-10-29T10:05:44.334-04:00" "-16.74537 -56.158626 125.97607421875 3.2160000801086426"
444 "29/10/2020" "10:16:00.000-04:00" "P15841_1014" "P15841_1014" "Barbara" "P15841" "224" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.744874 -56.15877 129.2910156 3.21600008 "" "" "16039808904358337523600260144451-10_15_48.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72311273 "c819cc91-b4cf-4b57-9b40-73cf36eb9583" "2020-10-29T19:14:01" "" 417 "dusma" "2020-10-29T10:13:56.431-04:00" "2020-10-29T10:16:27.440-04:00" "-16.744874 -56.15877 129.291015625 3.2160000801086426"
445 "29/10/2020" "19:03:00.000-03:00" "9818_0701" "P9818_0701" "Douglas" "P9818" "221" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "" -16.797875 -56.169528 127.5 1.75 "" "" "16040089004197805007592234326728-19_2_45.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Sim" "Consertar o horário e data (30/10) e (07:03)" 72445730 "e53c3d95-b9b6-45dd-bec0-bb1a7aab8e32" "2020-10-30T23:37:04" "" 424 "dusma" "2020-10-29T19:00:57.217-03:00" "2020-10-29T19:04:58.788-03:00" "-16.797875 -56.169528 127.5 1.75"
447 "29/10/2020" "18:57:00.000-03:00" "P9818_0655" "P9818_0655" "Douglas" "P9818" "221" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "" -16.7976 -56.16995 119.1 1.799999952 "" "" "16040085617136903339280538052935-18_56_51.jpg" "Foto Toda Carcaca" "16040086378162354762568479919294-18_57_36.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Sim" "" 72445194 "280b0b36-d3bb-4e26-81a0-780373849555" "2020-10-30T23:27:13" "" 426 "dusma" "2020-10-29T18:54:44.525-03:00" "2020-10-29T18:57:59.501-03:00" "-16.79799 -56.170425 119.1 1.7999999523162842"
448 "29/10/2020" "08:22:00.000-04:00" "PTQ10_0820" "PTQ10_0820" "Barbara" "PTQ10" "224" "Dupla2" "" "Quati" "Nasua nasua" "Nasua" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.742357 -56.155653 120.3768611 10 "" "" "image-8_21_24.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "image-8_21_41.jpg" "Outra Foto 1" "image-8_22_25.jpg" "Outra Foto 2" "Não" "Não" "" 72330642 "32f19979-a6c0-45ff-b524-40ab551a2ed0" "2020-10-29T22:42:12" "" 427 "dusma" "2020-10-29T08:19:59.121-04:00" "2020-10-29T08:22:42.004-04:00" "-16.742357 -56.155653 120.37686109542847 10"
449 "29/10/2020" "08:39:00.000-04:00" "PTQ10_0838" "PTQ10_0838" "Barbara" "PTQ10" "224" "Dupla1" "" "Queixada" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "não" -16.742592 -56.156068 121.3998956 10 "" "" "image-8_38_42.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Sim" "" 72330648 "eb944627-4ed8-453a-8e13-d9260436bff9" "2020-10-29T22:42:16" "" 428 "dusma" "2020-10-29T08:37:42.566-04:00" "2020-10-29T08:40:03.364-04:00" "-16.742592 -56.156068 121.39989555588801 10"
450 "29/10/2020" "08:41:00.000-03:00" "Ptq11" "PTQ11_0841" "Barbara" "PTQ11" "224" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "sim" -16.748458 -56.163052 114.7 1.532999992 "" "" "16039716738502737228599214511278-8_41_24.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72369132 "639a62f0-99db-4b9d-b5ed-896871488b13" "2020-10-30T09:45:19" "" 429 "dusma" "2020-10-23T09:40:13.569-03:00" "2020-10-29T08:41:42.771-03:00" "-16.748458 -56.163052 114.7 1.5329999923706055"
451 "29/10/2020" "10:54:00.000-03:00" "P15270_1054" "P15780_1054" "Barbara" "P15780" "224" "Dupla1" "Irara" "" "Eira barbara" "Eira" "Mustelidae" "" "Carnivora" "Mammalia" "não" -16.74635 -56.161565 121 1.016000032 "" "" "1603979633498886618370466621479-10_54_5.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Sim" "" 72369134 "f873d60d-c531-40f8-b74f-7e91b1adab32" "2020-10-30T09:45:20" "" 430 "dusma" "2020-10-29T10:53:10.112-03:00" "2020-10-29T10:54:43.992-03:00" "-16.74635 -56.161565 121 1.0160000324249268"
452 "29/10/2020" "11:06:00.000-03:00" "P15780_1105" "P15780_1105" "Barbara" "P15780" "224" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.74635 -56.161565 121.2 1.065999985 "" "" "16039803519611070233741452147639-11_5_57.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "Registro da Irara está com os errado" 72369135 "edcd391c-bca1-48b8-a135-4fa9ca0d4834" "2020-10-30T09:45:21" "" 431 "dusma" "2020-10-29T10:54:44.114-03:00" "2020-10-29T11:06:38.554-03:00" "-16.746505 -56.16123 121.2 1.065999984741211"
454 "29/10/2020" "10:02:00.000-04:00" "PTQ11" "PTQ11_1002" "Barbara" "PTQ11" "224" "Dupla1" "Queixada" "" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "" -16.749153 -56.162516 132.0828857 3.21600008 "" "" "16039800710756451707617581488013-10_1_27.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "16039801080854496129628110094135-10_1_58.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72540377 "b9832fc5-0b2b-485f-99f5-c9c6988a3e54" "2020-10-31T19:10:12" "" 466 "dusma" "2020-10-29T10:00:08.946-04:00" "2020-10-29T10:02:09.914-04:00" "-16.749153 -56.162516 132.0828857421875 3.2160000801086426"
457 "29/10/2020" "10:16:00.000-04:00" "PTQ11_1014" "PTQ11_1014" "Barbara" "PTQ11" "224" "Dupla1" "Queixada" "" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "" -16.748863 -56.162381 125.9066162 3.21600008 "" "" "16039809368342764502543691450047-10_15_44.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16039809500676248046356952690930-10_15_57.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72540387 "b2792c03-2bbc-4cd5-b206-31e159721c41" "2020-10-31T19:10:25" "" 469 "dusma" "2020-10-29T10:14:35.666-04:00" "2020-10-29T10:16:08.538-04:00" "-16.748204 -56.162272 125.9066162109375 3.2160000801086426"
459 "30/10/2020" "07:34:00.000-05:00" "P9879_0732" "P9879_0732" "Douglas" "P9879" "221" "Dupla1" "" "" "" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "sim" -16.796274 -56.167608 116.2664185 6.43200016 "" "" "16040611968082170261634073791143-7_33_36.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72398581 "f29fff9c-9906-456f-9f88-715b11ad0b29" "2020-10-30T14:15:38" "" 14 "dusma" "2020-10-30T07:32:04.298-05:00" "2020-10-30T07:34:31.954-05:00" "-16.796274 -56.167608 116.26641845703125 6.432000160217285"
463 "30/10/2020" "17:01:00.000-04:00" "P9202_1658" "P9202_1658" "Barbara" "P9202" "203" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.76594 -56.202432 114.9 3.900000095 "" "" "16040915428765533085165344823224-17_1_9.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Sim" "" 72445736 "0b71a976-de3b-462c-99cc-7bff919f72da" "2020-10-30T23:37:07" "" 422 "dusma" "2020-10-30T16:57:46.714-04:00" "2020-10-30T17:01:46.460-04:00" "-16.76594 -56.202432 114.9 3.9000000953674316"
465 "30/10/2020" "07:07:00.000-04:00" "P9818_0706" "P9818_0706" "Douglas" "P9818" "221" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "" -16.797894 -56.169585 124.5351253 5 "" "" "image-7_7_15.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Sim" "Não" "" 72428586 "e007e540-2d9d-418f-b129-c42649d8a119" "2020-10-30T19:01:49" "" 436 "dusma" "2020-10-30T07:06:18.120-04:00" "2020-10-30T07:07:42.036-04:00" "-16.797894 -56.169585 124.53512525558472 5"
469 "30/10/2020" "08:09:00.000-04:00" "P9957_0807" "P9957_0807" "Douglas" "P9957" "221" "Dupla2" "Veado" "" "" "Mazama" "Cervidae" "" "Artiodactyla" "Mammalia" "" -16.798106 -56.163228 134.7285767 3.21600008 "" "" "1604059693325157598088662054850-8_9_4.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16040597545647872996290573251698-8_9_24.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72428944 "59a4f26d-82ed-424d-b8b9-c525a8090541" "2020-10-30T19:05:38" "" 440 "dusma" "2020-10-30T08:07:17.203-04:00" "2020-10-30T08:09:39.956-04:00" "-16.798106 -56.163228 134.72857666015625 3.2160000801086426"
470 "30/10/2020" "16:24:00.000-04:00" "P9265_1623" "P9265_1623" "Barbara" "P9265" "203" "Dupla1" "Queixada" "Queixada" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "" -16.760348 -56.199547 124 4.854000092 "" "" "16040893932221901527689-16_23_25.jpg" "Foto Toda Carcaca" "" "Sem Foto" "1604089412134992764323-16_23_43.jpg" "Foto Cabeca Lado" "" "Sem Foto" "16040894320431491433132-16_24_3.jpg" "Outra Foto 1" "1604089447683256149517-16_24_28.jpg" "Outra Foto 2" "Não" "Não" "" 72443543 "7baf3900-b9e4-4b3f-a37a-9fe711c4021a" "2020-10-30T22:40:45" "" 441 "dusma" "2020-10-30T16:22:41.165-04:00" "2020-10-30T16:24:54.841-04:00" "-16.760348 -56.199547 124 4.854000091552734"
471 "30/10/2020" "16:41:00.000-04:00" "P9265_1637" "P9265_1637" "Barbara" "P9265" "203" "Dupla1" "Tamanduá-mirim" "Tamanduá-mirim" "Tamandua tetradactyla" "Tamandua" "Myrmecophagidae" "" "Pilosa" "Mammalia" "" -16.760727 -56.199581 127 5.460999966 "" "" "16040903223401353414273-16_39_1.jpg" "Foto Toda Carcaca" "16040903534391184525454-16_39_23.jpg" "Foto Cabeca Frente" "1604090399653189168128-16_40_10.jpg" "Foto Cabeca Lado" "" "Sem Foto" "1604090447155697269489-16_41_1.jpg" "Outra Foto 1" "" "Sem Foto" "Sim" "Não" "" 72448526 "bef9d136-a7de-4303-b46b-b0687ec3f694" "2020-10-31T00:08:03" "" 442 "dusma" "2020-10-30T16:37:27.476-04:00" "2020-10-30T16:41:18.255-04:00" "-16.760727 -56.199581 127 5.460999965667725"
472 "30/10/2020" "09:10:00.000-03:00" "P9829_0908" "P9829_0908" "Douglas" "P9829" "221" "Dupla1" "" "Cutia" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.787206 -56.169596 120.1 1.715999961 "" "" "16040597087568668957665770024273-9_8_40.jpg" "Foto Toda Carcaca" "16040597279831619271118773355443-9_8_59.jpg" "Foto Cabeca Frente" "16040597455385252902858457368241-9_9_22.jpg" "Foto Cabeca Lado" "" "Sem Foto" "16040598003356793915831645174609-9_10_12.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72967186 "24357eaa-21d9-4ca6-b713-5f74444b77f4" "2020-11-04T14:36:08" "" 480 "dusma" "2020-10-30T09:07:53.725-03:00" "2020-10-30T09:10:21.481-03:00" "-16.787206 -56.169596 120.1 1.715999960899353"
473 "31/10/2020" "07:55:00.000-04:00" "P8467_0753" "P8467_0753" "Fernanda" "P8467" "182" "Dupla1" "Tamanduá-mirim" "Tamanduá-mirim" "Tamandua tetradactyla" "Tamandua" "Myrmecophagidae" "" "Pilosa" "Mammalia" "sim" -16.79787 -56.24033 128.9711304 3.21600008 "" "" "16041452797273350768296242751904-7_54_57.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16041453061771397253202293858761-7_55_17.jpg" "Foto Cabeca Lado" "" "Sem Foto" "16041453312895026998178810902237-7_55_38.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72540394 "b501b59a-b0da-4e23-b5be-cbd90dcb20d1" "2020-10-31T19:10:32" "" 470 "dusma" "2020-10-31T07:53:22.640-04:00" "2020-10-31T07:55:48.038-04:00" "-16.797704 -56.239858 128.97113037109375 3.2160000801086426"
476 "31/10/2020" "16:44:00.000-04:00" "P9098_1643" "P9098_1643" "Barbara" "P9098" "203" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.75732 -56.207787 124.0496216 3.21600008 "" "" "16041770499286351755963417288160-16_44_21.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72554997 "2c77fd8b-54a9-46ae-9c3e-bd640603669e" "2020-10-31T22:30:42" "" 6 "ismaelvbrack" "2020-10-31T16:43:31.547-04:00" "2020-10-31T16:44:38.161-04:00" "-16.75732 -56.207787 124.04962158203125 3.2160000801086426"
478 "31/10/2020" "07:15:00.000-04:00" "P8366_0715" "P8366_0715" "Fernanda" "P8366" "182" "Dupla2" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.798388 -56.245357 0 0 "no" "" "E14A861E-16EC-4798-96C3-FE394927B9E8-14_53_47.jpeg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72735732 "7fe029ed-4a8d-43c8-a9fb-27594419a483" "2020-11-02T18:54:56" "" 22 "ismaelvbrack" "2020-11-02T14:50:43.817-04:00" "2020-11-02T14:54:42.459-04:00" "-16.798388 -56.245357 0 0"
479 "31/10/2020" "07:30:00.000-04:00" "P8366_0730" "P8366_0730" "Fernanda" "P8366" "182" "Dupla2" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.798504 -56.244822 0 0 "no" "" "2A591AAE-BA37-4C79-8A3B-DB86FAFFCBC3-14_56_2.jpeg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72735829 "ffc22d32-6970-4da1-812f-c0950c20ce40" "2020-11-02T18:56:43" "" 23 "ismaelvbrack" "2020-11-02T14:54:42.659-04:00" "2020-11-02T14:56:25.974-04:00" "-16.798504 -56.244822 0 0"
482 "01/11/2020" "07:27:00.000-04:00" "P10727_0725" "P10727_0725" "Barbara" "P10727" "234" "Dupla1" "Tamanduá-mirim" "Tamanduá-mirim" "Tamandua tetradactyla" "Tamandua" "Myrmecophagidae" "" "Pilosa" "Mammalia" "sim" -16.741875 -56.142975 118.3 1.032999992 "" "" "1604229975262933366563-7_26_30.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "160423001729693150978-7_27_8.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72639514 "732d02c1-1187-440e-987b-7bb2f5963da6" "2020-11-02T01:40:42" "" 474 "dusma" "2020-11-01T07:16:04.064-04:00" "2020-11-01T07:27:17.463-04:00" "-16.741875 -56.142975 118.3 1.0329999923706055"
483 "01/11/2020" "07:57:00.000-04:00" "P10577_0656" "P10577_0656" "Barbara" "P10577" "234" "Dupla2" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.739783 -56.150174 132.211731 3.21600008 "" "" "16042282092808860545033143744969-6_57_3.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72798696 "d0368748-073c-4985-9c37-47641ad13270" "2020-11-03T09:29:04" "" 475 "dusma" "2020-11-01T06:55:42.172-04:00" "2020-11-01T06:57:14.207-04:00" "-16.739783 -56.150174 132.21173095703125 3.2160000801086426"
485 "01/11/2020" "09:08:00.000-04:00" "P10561_0804" "P10561_0804" "Barbara" "P10561" "234" "Dupla1" "Queixada" "Queixada" "Tayassu pecari" "Tayassu" "Tayassuidae" "" "Artiodactyla" "Mammalia" "" -16.73692191 -56.151776 131.7423096 3.21600008 "" "" "16042323885911135242724981727579-8_6_46.jpg" "Foto Toda Carcaca" "1604232413168248346834618358446-8_7_18.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "16042324581053022769092929744490-8_7_55.jpg" "Outra Foto 1" "" "Sem Foto" "Não" "Não" "" 72798904 "df20ee83-cc4e-4726-b605-d4f67093a4df" "2020-11-03T09:31:02" "" 477 "dusma" "2020-11-01T08:04:36.032-04:00" "2020-11-01T08:08:07.740-04:00" "-16.736879 -56.151776 131.7423095703125 3.2160000801086426"
487 "01/11/2020" "07:38:00.000-04:00" "P10547_0737" "P10547_0737" "Barbara" "P10547" "234" "Dupla1" "Cutia" "" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.73245 -56.15241 125.5369809 5 "" "" "image-7_37_49.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72635382 "fbb582d1-b0e7-4d55-a28a-bfbdf520e35f" "2020-11-01T22:44:34" "" 1 "ismaelvbrack" "2020-11-01T07:35:00.750-04:00" "2020-11-01T07:39:01.103-04:00" "-16.732134 -56.151914 125.5369809208795 5"
488 "01/11/2020" "08:59:00.000-04:00" "P10666_0857" "P10666_0857" "Barbara" "P10666" "234" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.74547 -56.145597 131.6208496 3.21600008 "" "" "16042354750592799239485596016018-8_58_9.jpg" "Foto Toda Carcaca" "16042355267097299936225565020644-8_59_15.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Sim" "" 72699459 "5e70ad79-0976-41b7-9043-7b13a2f62384" "2020-11-02T13:37:13" "" 8 "ismaelvbrack" "2020-11-01T08:54:57.435-04:00" "2020-11-01T08:59:31.551-04:00" "-16.74547 -56.145597 131.620849609375 3.2160000801086426"
490 "01/11/2020" "08:44:00.000-04:00" "P10666_0842" "P10666_0842" "Barbara" "P10666" "234" "Dupla1" "Quati" "Quati" "Nasua nasua" "Nasua" "Procyonidae" "" "Carnivora" "Mammalia" "sim" -16.745044 -56.145621 126.1985474 3.21600008 "" "" "16042345804474747605337785988373-8_43_21.jpg" "Foto Toda Carcaca" "16042346111927600782586885203106-8_43_55.jpg" "Foto Cabeca Frente" "16042346423708505895313627965860-8_44_21.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72618782 "647cf9fc-4f48-48ab-abbc-dd9984d319e1" "2020-11-01T16:43:31" "" 12 "ismaelvbrack" "2020-11-01T08:42:16.227-04:00" "2020-11-01T08:44:39.881-04:00" "-16.745044 -56.145621 126.19854736328125 3.2160000801086426"
491 "01/11/2020" "08:49:00.000-04:00" "P10666_0848" "P10666_0848" "Barbara" "P10666" "234" "Dupla1" "" "Cutia" "Dasyprocta azarae" "Dasyprocta" "Dasyproctidae" "" "Rodentia" "Mammalia" "" -16.745124 -56.145622 127.8077393 3.21600008 "" "" "160423492526371357378136950318-8_48_59.jpg" "Foto Toda Carcaca" "" "Sem Foto" "16042349500915907079879162167507-8_49_17.jpg" "Foto Cabeca Lado" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72619077 "18dc8e4b-dd94-4237-98db-759ca66bd55a" "2020-11-01T16:47:14" "" 13 "ismaelvbrack" "2020-11-01T08:44:40.451-04:00" "2020-11-01T08:49:34.742-04:00" "-16.745124 -56.145622 127.8077392578125 3.2160000801086426"
492 "01/11/2020" "08:54:00.000-04:00" "P10666_0853" "P10666_0852" "Barbara" "P10666" "234" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.745458 -56.14558 128.0811768 3.21600008 "" "" "1604235219807404768944711888122-8_53_48.jpg" "Foto Toda Carcaca" "16042352401686793748040106737257-8_54_10.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72619130 "9a3a1e1b-6fb2-4063-89c2-5de70f0f4beb" "2020-11-01T16:47:47" "" 14 "ismaelvbrack" "2020-11-01T08:53:06.951-04:00" "2020-11-01T08:54:26.922-04:00" "-16.745458 -56.14558 128.0811767578125 3.2160000801086426"
493 "01/11/2020" "08:56:00.000-04:00" "P10666_0855" "P10666_0855" "Barbara" "P10666" "234" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.745446 -56.14559 130.1599121 3.21600008 "" "" "16042353549541141470695291841235-8_56_2.jpg" "Foto Toda Carcaca" "16042353716468077493503353657635-8_56_25.jpg" "Foto Cabeca Frente" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72619254 "437f30a1-c881-4d28-97a9-7ba26e990a71" "2020-11-01T16:49:01" "" 15 "ismaelvbrack" "2020-11-01T08:54:27.337-04:00" "2020-11-01T08:56:34.407-04:00" "-16.745446 -56.14559 130.159912109375 3.2160000801086426"
494 "01/11/2020" "09:11:00.000-04:00" "P10666_0910" "P10666_0910" "Barbara" "P10666" "234" "Dupla1" "Macaco-prego" "Macaco-prego" "Sapajus cay" "Sapajus" "Cebidae" "" "Primates" "Mammalia" "não" -16.745465 -56.145711 125.9240723 3.21600008 "" "" "16042362554306815633804867319495-9_11_15.jpg" "Foto Toda Carcaca" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "" "Sem Foto" "Não" "Não" "" 72619268 "37763ca2-8a06-4d02-a12b-19e19c9fcf3a" "2020-11-01T16:49:09" "" 16 "ismaelvbrack" "2020-11-01T09:10:26.535-04:00" "2020-11-01T09:11:40.506-04:00" "-16.745465 -56.145711 125.924072265625 3.2160000801086426"
